status,id,type,title,author_1,author_2,author_3,author_4,author_5,author_6,author_7,author_8,author_9,author_10,booktitle,editor_1,editor_2,editor_3,editor_4,editor_5,editor_6,editor_7,editor_8,editor_9,editor_10,journal,volume,issue,publisher,pages,year,main_theme,secondary_theme,lang,link,doi,publication_country,search_term,rest
matched,Bikowski_2018,book,Teaching with a Global Perspective,"Bikowski, Dawn","Phillips, Talinn",,,,,,,,,,,,,,,,,,,,,,,Routledge,,2018,"['training of trainers', 'Teacher education']",[],English,https://www.routledge.com/Teaching-with-a-Global-Perspective-Practical-Strategies-from-Course-Design/Bikowski-Phillips/p/book/9781138577589,10.4324/9781351266604,,,
matched,Tiessen_2017,book,Learning and Volunteering Abroad for Development,"Tiessen, Rebecca",,,,,,,,,,,,,,,,,,,,,,,,Routledge,,2017,"['educational partnerships', 'International Volunteering, study visits']",[],English,https://www.routledge.com/Learning-and-Volunteering-Abroad-for-Development-Unpacking-Host-Organization/Tiessen/p/book/9781138746978,10.4324/9781351709415,,,
matched,Eger_2018,incollection,TWO SIDES OF THE SAME COIN?,"Eger, Maureen A.","Hjerm, Mikael",,,,,,,,,The Effects of Race,"Jablonski, Nina G.","Maré, Gerhard",,,,,,,,,,,,African Sun Media,151-167,2018,['Policy related research'],[],English,http://umu.diva-portal.org/smash/record.jsf?pid=diva2%3A1259084&dswid=-3039,10.2307/j.ctv1nzg1rh.12,,,
matched,Gl_veanu_2020,incollection,Creativity and Global Citizenship Education,"Glăveanu, Vlad",,,,,,,,,,Global Citizenship Education,"Akkari, Abdeljalil"," Maleq, Kathrine",,,,,,,,,,,,Springer International Publishing,191-202,2020,"['training of trainers', 'Teacher education']",['Policy related research'],English,,10.1007/978-3-030-44617-8_14,,,
matched,Guo_Brennan_2019,incollection,"Global Citizenship Education and Social Justice for Immigrant Students: Implications for Administration, Leadership, and Teaching in Schools","Guo-Brennan, Linyuan","Guo-Brennan, Michael",,,,,,,,,Handbook on Promoting Social Justice in Education,"Papa, Rosemary",,,,,,,,,,,,,Springer International Publishing,1-20,2019,['Policy related research'],[],English,https://link.springer.com/referenceworkentry/10.1007%2F978-3-030-14625-2_40,10.1007/978-3-319-74078-2_40-1,,,
matched,Huber_2019,incollection,Learning Morality?,"Huber, Matthias",,,,,,,,,,Bildung und Erziehung im Kontext globaler Transformationen,"Clemens, Iris","Hornberg, Sabine","Rieckmann, Marco",,,,,,,,,,,Barbara Budrich,193-204,2019,"['conceptual publications', 'Theoretical']",[],German,,10.2307/j.ctvm201r8.14,,,
matched,Yildiz,incollection,Cultivating Global Competencies for the 21st Century Classroom,"Yildiz, Melda N.","Palak, Deniz",,,,,,,,,Pre-Service and In-Service Teacher Education,,,,,,,,,,,,,,IGI Global,658-667,2019,"['conceptual publications', 'Theoretical']",[],English,,10.4018/978-1-5225-7305-0.ch032,,,
matched,Garc_a_P_rez_2021,incollection,Are Teachers Prepared to Educate in Citizenship?,"García-Pérez, Francisco F.",,,,,,,,,,Research Anthology on Preparing School Administrators to Lead Quality Education Programs,,,,,,,,,,,,,,IGI Global,437-459,2021,"['training of trainers', 'Teacher education']",[],English,https://www.igi-global.com/chapter/are-teachers-prepared-to-educate-in-citizenship/217228,10.4018/978-1-7998-3438-0.ch021,,,
matched,Ahmed_2018,incollection,Between Local and Global Citizenship in Egypt,"Ahmed, Sara O.",,,,,,,,,,The Struggle for Citizenship Education in Egypt,"Dorio, Jason Nunzio","Abdou, Ehaab D.","Moheyeldine, Nashwa",,,,,,,,,,,Routledge,140-153,2018,['Policy related research'],[],English,https://www.routledge.com/The-Struggle-for-Citizenship-Education-in-Egypt-ReImagining-Subjects/Dorio-Abdou-Moheyeldine/p/book/9780429029271,10.4324/9780429029271-9,,,
matched,Zemach_Bersin_2020,incollection,Global citizenship education and the making of America's neoliberal empire,"Zemach-Bersin, Talya",,,,,,,,,,The Global Citizenship Nexus,"Chapman, Debra D.","Ruiz-Chapman, T.","Eglin, P.",,,,,,,,,,,Routledge,22-42,2020,['Higher education research'],['Policy related research'],English,https://www.waxmann.com/waxmann-zeitschriften/waxmann-zeitschriftendetails/?no_cache=1&tx_p2waxmann_pi2%5Bzeitschrift%5D=ZEI1009&tx_p2waxmann_pi2%5Bausgabe%5D=AUG100400&tx_p2waxmann_pi2%5Baction%5D=ausgabe&tx_p2waxmann_pi2%5Bcontroller%5D=Zeitschrift&cHash=2e8ae944aa67e6b1dbca88e16e768dc8,10.4324/9780429320668-3,,,
matched,Golov_tina_Mora_2020,incollection,"Global citizenship education and its discontents, from the global North to the global South","Golovátina-Mora, Polina","Harper, Susan","Gullion, Jessica Smartt","Karatzogianni, Athina","Simmons, Tracy",,,,,,The Global Citizenship Nexus,"Chapman, Debra D.","Ruiz-Chapman, T.","Eglin, P.",,,,,,,,,,,Routledge,105-126,2020,"['conceptual publications', 'Theoretical']",[],English,,10.4324/9780429320668-9,,,
matched,Iftekhar_2019,incollection,Critically Countering Appropriations of Global Citizenship Education in the Indian Context,"Iftekhar, Syed Nitas","Misiaszek, Greg William",,,,,,,,,Exploring the Complexities in Global Citizenship Education,"Misiaszek, Lauren Ila",,,,,,,,,,,,,Routledge,191-214,2019,['Policy related research'],[],English,https://www.routledge.com/Exploring-the-Complexities-in-Global-Citizenship-Education-Hard-Spaces/Misiaszek/p/book/9780367784515,10.4324/9781315180397-10,,,
matched,Chin_2019,incollection,"Media, Youth, and Global Citizenship","Chin, Yoomi",,,,,,,,,,Exploring the Complexities in Global Citizenship Education,"Misiaszek, Lauren Ila",,,,,,,,,,,,,Routledge,93-111,2019,['Policy related research'],[],English,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315180397-5/media-youth-global-citizenship-yoomi-chin?context=ubx&refId=2ef6e072-ed1e-4eb4-ab25-861bec8beaec,10.4324/9781315180397-5,,,
matched,Kim_2019,incollection,Negotiating the Global and National in Citizenship Education,"Kim, Hyungryeol",,,,,,,,,,Exploring the Complexities in Global Citizenship Education,"Misiaszek, Lauren Ila",,,,,,,,,,,,,Routledge,178-190,2019,['Policy related research'],[],English,https://www.routledge.com/Exploring-the-Complexities-in-Global-Citizenship-Education-Hard-Spaces/Misiaszek/p/book/9780367784515,10.4324/9781315180397-9,,,
matched,Engel_2018,incollection,Framing Global Education in The United States,"Engel, Laura C.","Siczek, Megan M.",,,,,,,,,Global Perspectives on Education Research,"Hill, Lorie Diane","Levine, Felice J.",,,,,,,,,,,,Routledge,26-47,2018,['Policy related research'],[],English,https://www.routledge.com/Global-Perspectives-on-Education-Research-1st-Edition/Hill-Levine/p/book/9780815356271,10.4324/9781351128421-2,,,
matched,Dias_2020,incollection,Global Citizenship Education and Teacher Education in Spain and Portugal,"Dias, Alfredo Gomes","Rodríguez, Antonio Ernesto Gómez","Santisteban, Antoni F.","Blanch, Joan Pagès",,,,,,,Global Citizenship Education and Teacher Education,"Schugurensky, Daniel","Wolhuter, Charl",,,,,,,,,,,,Routledge,201-214,2020,"['training of trainers', 'Teacher education']",[],English,,10.4324/9781351129848-11,,,
matched,Tarozzi_2020,incollection,Exploring Global Citizenship in Teacher Education Across Europe,"Tarozzi, Massimiliano",,,,,,,,,,Global Citizenship Education and Teacher Education,"Schugurensky, Daniel","Wolhuter, Charl",,,,,,,,,,,,Routledge,215-232,2020,['Policy related research'],['Non-formal education'],English,,10.4324/9781351129848-12,,,
matched,Gonz_lez_Valencia_2020,incollection,Teacher Education and Global Citizenship Education in Latin America,"González-Valencia, Gustavo A.","Jara, Miguel Angel","Pinochet, Sixtina Pinochet","Santiago, Léia Adriana da Silva","Blanch, Joan Pagès",,,,,,Global Citizenship Education and Teacher Education,"Schugurensky, Daniel","Wolhuter, Charl",,,,,,,,,,,,Routledge,250-263,2020,"['training of trainers', 'Teacher education']",[],English,,10.4324/9781351129848-14,,,
matched,Casinader_2020,incollection,Global Citizenship Education and Teacher Education in Oceania,"Casinader, Niranjan",,,,,,,,,,Global Citizenship Education and Teacher Education,"Schugurensky, Daniel","Wolhuter, Charl",,,,,,,,,,,,Routledge,264-284,2020,"['training of trainers', 'Teacher education']",[],English,,10.4324/9781351129848-15,,,
matched,Bergen_2020,incollection,"Critical Global Citizenship Education in Canada, England, and the United States","Bergen, Jennifer K.","Cook, Sharon A.","McLean, Lorna R.",,,,,,,,Global Citizenship Education and Teacher Education,"Schugurensky, Daniel","Wolhuter, Charl",,,,,,,,,,,,Routledge,40-55,2020,"['training of trainers', 'Teacher education']",[],English,,10.4324/9781351129848-3,,,
matched,Goh_2020,incollection,"Global Citizenship Education in East, South, and Southeast Asia","Goh, Michael","Deutschman, Megan C.",,,,,,,,,Global Citizenship Education and Teacher Education,"Schugurensky, Daniel","Wolhuter, Charl",,,,,,,,,,,,Routledge,161-178,2020,"['conceptual publications', 'Theoretical']",[],English,,10.4324/9781351129848-9,,,
matched,1,incollection,The Critical Potential of Using Counternarratives in Human Rights Education,"Zembylas, M.","Keet, A. (Eds.)",,,,,,,,,"Critical Human Rights, Citizenship, and Democracy Education : Entanglements and Regenerations",,,,,,,,,,,,,,Bloomsbury,,2018,"['conceptual publications', 'Theoretical']",[],English,https://bloomsbury.com/uk/critical-human-rights-citizenship-and-democracy-education-9781350045620/,10.5040/9781350045668.ch-005,,,
matched,1,incollection,Global Education Policy and International Development : An Introductory Framework,"Verger, A.","Altinyelken, H. K.","Novelli, M.",,,,,,,,"Global Education Policy and International Development : New Agendas, Issues and Policies",,,,,,,,,,,,,,Bloomsbury,,2018,['Policy related research'],[],English,https://www.bloomsbury.com/uk/global-education-policy-and-international-development-9781474296014/,10.5040/9781472544575.ch-001,,,
matched,2018,incollection,Key Educational Frameworks,"Sant, Edda","Davies, Ian","Pashby, Karen","Shultz, Lynette",,,,,,,Global Citizenship Education,,,,,,,,,,,,,,Bloomsbury,,2018,"['conceptual publications', 'Theoretical']",[],English,https://books.google.co.uk/books?id=WX1GDwAAQBAJ&pg=PA27&dq=global+citizenship+education&hl=en&sa=X&ved=0ahUKEwi7g_2C5vXfAhXAUxUIHSsnC1UQ6AEIMDAB#v=onepage&q=global%20citizenship%20education&f=false,10.5040/9781474286749.pt-002,,,
matched,Cheung_2018,incollection,Introduction: A Theoretical and Methodological Case for Examining Agency and Power Relations in North-South Volunteering Research Collaborations,"Cheung, Samuel","Lough, Benjamin J.","Tiessen, Rebecca",,,,,,,,Insights on International Volunteering,,,,,,,,,,,,,,Nomos Verlagsgesellschaft mbH & Co. KG,7-22,2018,"['educational partnerships', 'International Volunteering, study visits']",[],English,https://www.nomos-elibrary.de/10.5771/9783845283920-7/introduction-a-theoretical-and-methodological-case-for-examining-agency-and-power-relations-in-north-south-volunteering-research-collaborations,10.5771/9783845283920-7,,,
matched,Seidikenova_2020,incollection,The Construction of Citizenship in Kazakhstan Between the Soviet Era and Globalization,"Seidikenova, Almash","Akkari, Abdeljalil","Bakitov, Aitkali",,,,,,,,Global Citizenship Education,"Akkari, Abdeljalil",K. Maleq,,,,,,,,,,,,Springer,57-69,2020,['Policy related research'],[],English,https://link.springer.com/chapter/10.1007/978-3-030-44617-8_5,10.1007/978-3-030-44617-8_5,,,
matched,Hagevik_2015,incollection,A Phenomenographic Study of Beginning Elementary Science Teachers' Conceptions of Sustainability,"Hagevik, Rita","Jordan, Corinne","Wimert, David",,,,,,,,Educating Science Teachers for Sustainability,"Stratton, Susan K.","Hagevik, Rita","Feldman, Allan","Bloom, Mark",,,,,,,,,,Springer,17-29,2015,"['training of trainers', 'Teacher education']",[],English,,10.1007/978-3-319-16411-3_2,,,
matched,Watkins_2016,incollection,Future Generations: Developing Education for Sustainability and Global Citizenship for University Education Students,"Watkins, Philippa","Glover, Alison",,,,,,,,,World Sustainability Series,"Filho, Walter Leal"," Pace, Paul",,,,,,,,,,,,Springer ,67-81,2016,['Higher education research'],[],English,,10.1007/978-3-319-32928-4_5,,,
matched,Lengelle_2017,incollection,Writing the Self for Reconciliation and Global Citizenship: The Inner Dialogue and Creative Voices for Cultural Healing,"Lengelle, Reinekke","Jardine, Charity","Bonnar, Charlene",,,,,,,,The Dialogical Self Theory in Education,"Meijers, F.","Hermans, H.",,,,,,,,,,,,Springer,81-96,2017,['Higher education research'],[],English,,10.1007/978-3-319-62861-5_6,,,
matched,Waghid_2014,incollection,6.2 Teaching and Learning for Citizenship in a Postapartheid South African University Classroom: An Interpretive Interlude,"Waghid, Yusef",,,,,,,,,,International Handbook of Interpretation in Educational Research," Smeyers, P. ","Griffiths, Morwenna"," Burbules, N. ","Bridges, C",,,,,,,,,,Springer,1055-1075,2014,['Higher education research'],[],English,,10.1007/978-94-017-9282-0_52,,,
matched,Landorf_2015,incollection,Global Perspectives on Global Citizenship,"Landorf, Hilary","Feldman, Eric",,,,,,,,,Contesting and Constructing International Perspectives in Global Education,"Reynolds, Ruth","Bradbery, D.","Brown, Eleanor Joanna","Carroll, K.","Donnelly, D.","Ferguson-Patrick, Kate","Macqueen, Suzanne",,,,,,,Sense Publishers,43-52,2015,"['conceptual publications', 'Theoretical']",[],English,,10.1007/978-94-6209-989-0_4,,,
matched,Liddy_2015,incollection,The Neglect of Politics and Power Analysis in Development Education,"Liddy, Mags",,,,,,,,,,Contesting and Constructing International Perspectives in Global Education,"Reynolds, Ruth","Bradbery, D.","Brown, Eleanor Joanna","Carroll, K.","Donnelly, D.","Ferguson-Patrick, Kate","Macqueen, Suzanne",,,,,,,Sense Publishers,77-87,2015,['Policy related research'],[],English,,10.1007/978-94-6209-989-0_7,,,
matched,Larkin_2015,incollection,North-South Partnerships in Canadian Higher Education,"Larkin, Allyson",,,,,,,,,,Decolonizing Global Citizenship Education,"Abdi, Ali A.","Shultz, Lynette","Pillay, T.",,,,,,,,,,,Sense Publishers,141-155,2015,"['educational partnerships', 'International Volunteering, study visits']",[],English,,10.1007/978-94-6300-277-6_12,,,
matched,Chovanec_2015,incollection,Solidarity Movements and Decolonization,"Chovanec, Donna M.","Gordon, Naomi","Underwood, Misty","Butt, Saima","Díaz, Ruby Smith",,,,,,Decolonizing Global Citizenship Education,"Abdi, Ali A.","Shultz, Lynette","Pillay, T.",,,,,,,,,,,Sense Publishers,157-172,2015,"['conceptual publications', 'Theoretical']",[],English,,10.1007/978-94-6300-277-6_13,,,
matched,Andreotti_2015,incollection,Global Citizenship Education Otherwise,"Andreotti, Vanessa De Oliveira",,,,,,,,,,Decolonizing Global Citizenship Education,"Abdi, Ali A.","Shultz, Lynette","Pillay, T.",,,,,,,,,,,Sense Publishers,221-228,2015,"['conceptual publications', 'Theoretical']",[],English,,10.1007/978-94-6300-277-6_18,,,
matched,Abdi_2015,incollection,Decolonizing Global Citizenship Education,"Abdi, Ali A.",,,,,,,,,,Decolonizing Global Citizenship Education,"Abdi, Ali A.","Shultz, Lynette","Pillay, T.",,,,,,,,,,,Sense Publishers,11-26,2015,"['conceptual publications', 'Theoretical']",[],English,,10.1007/978-94-6300-277-6_2,,,
matched,Swanson_2015,incollection,"Ubuntu, Indigeneity, and an Ethic for Decolonizing Global Citizenship","Swanson, Dalene M.",,,,,,,,,,Decolonizing Global Citizenship Education,"Abdi, Ali A.","Shultz, Lynette","Pillay, T.",,,,,,,,,,,Sense Publishers,27-38,2015,"['conceptual publications', 'Theoretical']",[],English,,10.1007/978-94-6300-277-6_3,,,
matched,Judge_2016,incollection,"Volunteer Tourism and Nonelite Young Subjects: Local, Global, and Situated","Judge, Ruth Cheung",,,,,,,,,,Identities and Subjectivities,"Skelton, T.","Worth, N.","Dwyer, C.",,,,,,,,,,,Springer,249-268,2016,"['educational partnerships', 'International Volunteering, study visits']",[],English,,10.1007/978-981-287-023-0_11,,,
matched,Stein_2016,incollection,Decolonization and Higher Education,"Stein, Sharon","de Andreotti, Vanessa Oliveira",,,,,,,,,Encyclopedia of Educational Philosophy and Theory," Peters, Michael A.",,,,,,,,,,,,,Springer ,1-6,2016,['Higher education research'],[],English,,10.1007/978-981-287-532-7_479-1,,,
matched,Smith_2016,incollection,Global Citizenship and Development: From Benevolence to Global Justice?,"Smith, Matt Baillie",,,,,,,,,,The Palgrave Handbook of International Development,"Grugel, J. ","Hammett, D.",,,,,,,,,,,,Palgrave Macmillan UK,99-117,2016,"['conceptual publications', 'Theoretical']",[],English,,10.1057/978-1-137-42724-3_6,,,
matched,Stein_2016,incollection,Postcolonial Insights for Engaging Difference in Educational Approaches to Social Justice and Citizenship,"Stein, Sharon","Andreotti, Vanessa de Oliveira",,,,,,,,,The Palgrave International Handbook of Education for Citizenship and Social Justice,"Peterson, Andrew","Hattam, Robert","Zembylas, M.","Arthur, James",,,,,,,,,,Palgrave Macmillan UK,229-245,2016,"['conceptual publications', 'Theoretical']",[],English,,10.1057/978-1-137-51507-0_11,,,
matched,Larkin_2016,incollection,Decolonizing and Delinking North–South Higher Education Partnerships: Imagining Possibilities for Global Social Justice,"Larkin, Allyson",,,,,,,,,,Assembling and Governing the Higher Education Institution,"Shultz, Lynette"," Viczko, Melody",,,,,,,,,,,,Palgrave Macmillan UK,215-232,2016,"['educational partnerships', 'International Volunteering, study visits']",[],English,,10.1057/978-1-137-52261-0_12,,,
matched,Khoo_2016,incollection,"Ethical Internationalization, Neo-liberal Restructuring and “Beating the Bounds” of Higher Education","Khoo, Su-ming","Taylor, Lisa K.","Andreotti, Vanessa de Oliveira",,,,,,,,Assembling and Governing the Higher Education Institution,"Shultz, Lynette"," Viczko, Melody",,,,,,,,,,,,Palgrave Macmillan UK,85-110,2016,['Higher education research'],[],English,,10.1057/978-1-137-52261-0_6,,,
matched,Sant_2018,incollection,Justice and Global Citizenship Education,"Sant, Edda","Lewis, Sue","Delgado, Sandra","Ross, E Wayne",,,,,,,The Palgrave Handbook of Global Citizenship and Education,"Davies, Ian","Ho, Li-Ching","Kiwan, Dina","Peck, Carla L.","Peterson, Andrew","Sant, Edda","Waghid, Yusef",,,,,,,Palgrave Macmillan UK,227-243,2018,"['conceptual publications', 'Theoretical']",[],English,,10.1057/978-1-137-59733-5_15,,,
matched,Pashby_2018,incollection,"Identity, Belonging and Diversity in Education for Global Citizenship: Multiplying, Intersecting, Transforming, and Engaging Lived Realities","Pashby, Karen",,,,,,,,,,The Palgrave Handbook of Global Citizenship and Education,"Davies, Ian","Ho, Li-Ching","Kiwan, Dina","Peck, Carla L.","Peterson, Andrew","Sant, Edda","Waghid, Yusef",,,,,,,Palgrave Macmillan UK,277-293,2018,"['conceptual publications', 'Theoretical']",[],English,,10.1057/978-1-137-59733-5_18,,,
matched,Quaynor_2018,incollection,Migration and Implications for Global Citizenship Education: Tensions and Perspectives,"Quaynor, Laura","Murillo, Amy",,,,,,,,,The Palgrave Handbook of Global Citizenship and Education,"Davies, Ian","Ho, Li-Ching","Kiwan, Dina","Peck, Carla L.","Peterson, Andrew","Sant, Edda","Waghid, Yusef",,,,,,,Palgrave Macmillan UK,425-438,2018,"['conceptual publications', 'Theoretical']",[],English,,10.1057/978-1-137-59733-5_27,,,
matched,Peck_2018,incollection,Global Citizenship Education in North America,"Peck, Carla L.","Pashby, Karen",,,,,,,,,The Palgrave Handbook of Global Citizenship and Education,"Davies, Ian","Ho, Li-Ching","Kiwan, Dina","Peck, Carla L.","Peterson, Andrew","Sant, Edda","Waghid, Yusef",,,,,,,Palgrave Macmillan UK,51-65,2018,['Policy related research'],[],English,,10.1057/978-1-137-59733-5_4,,,
matched,Sant_2018,incollection,Global Citizenship Education in Latin America,"Sant, Edda","González-Valencia, Gustavo A. ",,,,,,,,,The Palgrave Handbook of Global Citizenship and Education,"Davies, Ian","Ho, Li-Ching","Kiwan, Dina","Peck, Carla L.","Peterson, Andrew","Sant, Edda","Waghid, Yusef",,,,,,,Palgrave Macmillan UK,67-82,2018,['Policy related research'],[],English,,10.1057/978-1-137-59733-5_5,,,
matched,Waghid_2018,incollection,Global Citizenship Education: A Southern African Perspective,"Waghid, Yusef",,,,,,,,,,The Palgrave Handbook of Global Citizenship and Education,"Davies, Ian","Ho, Li-Ching","Kiwan, Dina","Peck, Carla L.","Peterson, Andrew","Sant, Edda","Waghid, Yusef",,,,,,,Palgrave Macmillan UK,97-109,2018,['Higher education research'],[],English,,10.1057/978-1-137-59733-5_7,,,
matched,Judge_2015,incollection,"Emotion, Volunteer-Tourism and Marginalised Youth","Judge, Ruth Cheung",,,,,,,,,,Children's Emotions in Policy and Practice,"Blazek, Matej"," Kraftl, P.",,,,,,,,,,,,Palgrave Macmillan UK,157-173,2015,"['educational partnerships', 'International Volunteering, study visits']",[],English,,10.1057/9781137415608_10,,,
matched,Bell_2016,incollection,Educating Global Citizens through International Partnerships for Social Justice,"Bell, Kati",,,,,,,,,,Innovations in Higher EducationTeaching and Learning,"Blessinger, Patrick"," Cozza, B.",,,,,,,,,,,,Emerald Publishing Limited,19-36,2016,['Higher education research'],[],English,,10.1108/s2055-364120160000008002,,,
matched,Bell_2016,incollection,Educating Global Citizens through International Partnerships for Social Justice,"Bell, Kati",,,,,,,,,,Innovations in Higher EducationTeaching and Learning,"Blessinger, Patrick"," Cozza, B.",,,,,,,,,,,,Emerald Publishing Limited,19-36,2016,"['educational partnerships', 'International Volunteering, study visits']",[],English,,10.1108/s2055-364120160000008002,,,
matched,Farrelly_2017,incollection,Creating the Conditions for Productive Dissonance: An Inclusive Pedagogical Framework,"Farrelly, Raichle","Shapiro, Shawna","Tomaš, Zuzana",,,,,,,,Innovations in Higher EducationTeaching and Learning," Lee, Amy"," Williams, Rhiannon D.",,,,,,,,,,,,Emerald Publishing Limited,25-42,2017,['Higher education research'],[],English,,10.1108/s2055-364120170000009002,,,
matched,Angelini_2017,incollection,Mindful Global Citizenship through Simulations in Higher Education,"Angelini, M. Laura",,,,,,,,,,Innovations in Higher EducationTeaching and Learning," Lee, Amy"," Williams, Rhiannon D.",,,,,,,,,,,,Emerald Publishing Limited,157-171,2017,['Higher education research'],[],English,,10.1108/s2055-364120170000009008,,,
matched,Harshman_2017,incollection,Reflexive Pedagogy and Perspective Consciousness in Global Citizenship Education,"Harshman, Jason",,,,,,,,,,Innovations in Higher EducationTeaching and Learning," Lee, Amy"," Williams, Rhiannon D.",,,,,,,,,,,,Emerald Publishing Limited,229-245,2017,"['training of trainers', 'Teacher education']",[],English,,10.1108/s2055-364120170000009012,,,
matched,Brown_2017,incollection,The Parks & People Experience: Questioning the “Global” in Global Citizenship,"Brown, Neil","Laliberte, Nicole","Alcaro, Anna","Pfeiffer, Morgan","Reed, Warren",,,,,,Innovations in Higher EducationTeaching and Learning," Lee, Amy"," Williams, Rhiannon D.",,,,,,,,,,,,Emerald Publishing Limited,247-263,2017,['Higher education research'],[],English,,10.1108/s2055-364120170000009013,,,
matched,Yulindrasari_2018,incollection,Constructing global citizenship: Kindergarten and primary schoolteachers' understanding of globalization and education,"Yulindrasari, H.","Susilowati, S.",,,,,,,,,Character Education for 21st Century Global Citizens,,,,,,,,,,,,,,Routledge,43-47,2018,"['training of trainers', 'Teacher education']",[],English,https://www.routledge.com/Character-Education-for-21st-Century-Global-Citizens-Proceedings-of-the/Retnowati-Ghufron-Marzuki-Kasiyan-Pierawan-Ashadi/p/book/9781138099227,10.1201/9781315104188-6,,,
matched,Kater_Wettst_dt_2019,incollection,Nahtstellen nachhaltigen globalen Lernens – Philosophieren als (neue) Aufgabe von Unterricht,"Kater-Wettstädt, Lydia",,,,,,,,,,Bildung und Erziehung im Kontext globaler Transformationen,"Clemens, Iris","Hornberg, Sabine","Rieckmann, Marco",,,,,,,,,,,Barbara Budrich,125-140,2019,['Formal Education'],[],German,,10.2307/j.ctvm201r8.9,,,
matched,Kuleta_Hulboj_2018,incollection,Inkluzja z perspektywy globalnej edukacji obywatelskiej,"Kuleta-Hulboj, Magdalena",,,,,,,,,,"Inkluzja w perspektywie pedagogiki specjalnej i pedagogiki społecznej. Pytania, konteksty, dyskusje","Dryżałowska, G.","Kuleta-Hulboj, Magdalena","Naumiuk, A.","Skura, M.","Steinhagen, A. M.",,,,,,,,,Warsaw University Press,98-124,2018,"['conceptual publications', 'Theoretical']",[],Polish,,10.31338/uw.9788323536727.pp.98-124,,,
matched,Robertson_2019,incollection,The Outreach Triad for Successful Study Abroad Programs,"Robertson, Jennifer Joy",,,,,,,,,,Study Abroad Opportunities for Community College Students and Strategies for Global Learning,,,,,,,,,,,,,,IGI Global,107-119,2019,"['educational partnerships', 'International Volunteering, study visits']",[],English,https://search.proquest.com/docview/2184014129,10.4018/978-1-5225-6252-8.ch007,,,
matched,Fischman_2020,incollection,Global Citizenship Education in Teacher Education,"Fischman, Gustavo E.","Estelles, Marta",,,,,,,,,Global Citizenship Education and Teacher Education,"Schugurensky, Daniel","Wolhuter, Charl",,,,,,,,,,,,Routledge,102-124,2020,['Higher education research'],[],English,https://www.proquest.com/docview/2460693886/7B3B9DA3AD76416BPQ/8?accountid=14511,10.4324/9781351129848-6,,,
matched,Wintersteiner_2019,incollection,“Peace Education for Global Citizenship” The Genuine Global Dimension of Betty Reardon's Concept of Peace Education,"Wintersteiner, Werner",,,,,,,,,,"Pioneers in Arts, Humanities, Science, Engineering, Practice","Snauwaert, Dale T.",,,,,,,,,,,,,Springer ,15-28,2019,"['conceptual publications', 'Theoretical']","['conceptual publications', 'Theoretical']",English,,10.1007/978-3-030-18387-5_2,,,
matched,Akkari_2020,incollection,Global Citizenship Education: Recognizing Diversity in a Global World,"Akkari, Abdeljalil","Maleq, Kathrine",,,,,,,,,Global Citizenship Education,"Akkari, Abdeljalil"," Maleq, Kathrine",,,,,,,,,,,,Springer ,3-13,2020,['Policy related research'],[],English,,10.1007/978-3-030-44617-8_1,,,
matched,Ouanada_2020,incollection,"Women's Rights, Democracy and Citizenship in Tunisia","Ouanada, Halima",,,,,,,,,,Global Citizenship Education,"Akkari, Abdeljalil"," Maleq, Kathrine",,,,,,,,,,,,Springer ,125-136,2020,['Formal Education'],['Policy related research'],English,,10.1007/978-3-030-44617-8_10,,,
matched,Ranco_2020,incollection,Global Citizenship Education in Canada and the U.S.: From Nation-Centric Multiculturalism to Youth Engagement,"Ranco, Sarah","Gilmer, Alexis","Loomis, Colleen",,,,,,,,Global Citizenship Education,"Akkari, Abdeljalil"," Maleq, Kathrine",,,,,,,,,,,,Springer,139-156,2020,['Formal Education'],"['conceptual publications', 'Theoretical']",English,,10.1007/978-3-030-44617-8_11,,,
matched,Radhouane_2020,incollection,Global Citizenship Education in European Multicultural Contexts: Opportunities and Challenges,"Radhouane, Myriam","Maleq, Kathrine",,,,,,,,,Global Citizenship Education,"Akkari, Abdeljalil"," Maleq, Kathrine",,,,,,,,,,,,Springer,157-174,2020,"['conceptual publications', 'Theoretical']",['Formal Education'],English,,10.1007/978-3-030-44617-8_12,,,
matched,Hughes_2020,incollection,International Schools and Global Citizenship Education,"Hughes, Conrad",,,,,,,,,,Global Citizenship Education,"Akkari, Abdeljalil"," Maleq, Kathrine",,,,,,,,,,,,Springer,177-190,2020,['Policy related research'],['Formal Education'],English,,10.1007/978-3-030-44617-8_13,,,
matched,Akkari_2020,incollection,Rethinking Global Citizenship Education: A Critical Perspective,"Akkari, Abdeljalil","Maleq, Kathrine",,,,,,,,,Global Citizenship Education,"Akkari, Abdeljalil"," Maleq, Kathrine",,,,,,,,,,,,Springer ,205-217,2020,"['conceptual publications', 'Theoretical']",[],English,,10.1007/978-3-030-44617-8_15,,,
matched,Santiago_2020,incollection,"Citizenship, Social Exclusion and Education in Latin America: The Case of Brazil","Santiago, Mylene","Akkari, Abdeljalil",,,,,,,,,Global Citizenship Education,"Akkari, Abdeljalil"," Maleq, Kathrine",,,,,,,,,,,,Springer ,17-30,2020,"['training of trainers', 'Teacher education']",['Formal Education'],English,,10.1007/978-3-030-44617-8_2,,,
