,type,title,author_1,author_2,author_3,author_4,author_5,author_6,author_7,author_8,author_9,author_10,year,publisher,main_theme,publisher_place,secondary_theme,lang,link,doi,publication_country,search_term,rest
328,Report,In the shadows of the ivory tower: Undocumented undergraduates and the liminal state of immigration reform,"Suarez-Orozco, M.","Teranishi, R.","Suarez-Orozco, C.",,,,,,,,2015,"Institute for Institute for Immigration, Globalization and Education, UCLA",['Higher education research'],"Los Angeles, CA",[],English,http://www.undocuscholars.org/assets/undocuscholarsreport2015.pdf,,,,
414,Report,"A Study of a Focused, Critical Approach to Pupils’ Images and Perceptions of Africa","Lewis, M.",,,,,,,,,,2015,"DERC, UCL Institute of Education","['educational partnerships', 'International Volunteering, study visits']",London,[],English,http://clients.squareeye.net/uploads/glp/GLP_pdfs/Research/A_study_of_a_focused_critical_approach_to_pupils_images_and_perceptions_of_Africa_IF3.pdf,,,,
456,Report,"Global Education in Europe - Concepts, Definitions and Aims in the Context of the SDGs and the New European Consensus on Development
 ","Nygaard, A.","Wegimont, Liam ",,,,,,,,,2018,,"['conceptual publications', 'Theoretical']",,['Policy related research'],English,https://gene.eu/wp-content/uploads/GENE-policy-briefing-Concepts-Definitions-for-web.pdf,,,,
463,Report,PREPARING OUR YOUTH FOR AN INCLUSIVE AND SUSTAINABLE WORLD The OECD PISA global competence framework,OECD PISA.,,,,,,,,,,2018,OECD,['Formal Education'],Paris,['Policy related research'],English,https://www.oecd.org/education/Global-competency-for-an-inclusive-world.pdf,,,,
465,Report,"Whose Learning Crisis? Critical Reflections on the World Development Report 2018 
 ","Langthaler, M.","Hartmeyer, Helmuth",,,,,,,,,2018,,['Policy related research'],,"['conceptual publications', 'Theoretical']",English,https://gene.eu/wp-content/uploads/Whose-Learning-Crisis-Briefing-on-WDR-2018.pdf,,,,
479,Report,Primary pupils’ attitudes towards and understandings of poverty.  DERC Research Paper,"Lawson, H.",,,,,,,,,,2018,UCL Institute of Education,"['conceptual publications', 'Theoretical']",London,['Formal Education'],English,http://discovery.ucl.ac.uk/id/eprint/10047519,,,,
493,Report,DEAR Projects: Achievement & Impact 2018 - Summary.  DEAR / EC,Fricke H-J.,,,,,,,,,,2018,,['Policy related research'],,['Non-formal education'],English,https://europa.eu/capacity4dev/dear/news/dear-projects-achievement-impact-2018-report-0,,,,
499,Report,Young People on the Global Stage: The Intercultural Dimension,"Martin, Fran et al. ",,,,,,,,,,2018,,['Formal Education'],,"['Informal education including youth work, media', 'community work']",English,https://www.researchgate.net/publication/324747041_Young_People_on_the_Global_Stage_The_Intercultural_Dimension,,,,
502,Report,Constructing global citizenship: Kindergarten and primary schoolteachers’ understanding of globalization and education,"Yulindrasari, H.","Susilowati, S.",,,,,,,,,2018,Character Education for 21st Century Global Citizens,"['conceptual publications', 'Theoretical']",In,"['Teacher education', 'training of trainers']",English,https://www.routledge.com/Character-Education-for-21st-Century-Global-Citizens-Proceedings-of-the/Retnowati-Ghufron-Marzuki-Kasiyan-Pierawan-Ashadi/p/book/9781138099227,,,,
505,Report,Participatory Pedagogy in Practice: Using effective participatory pedagogy in classroom practice to enhance pupil voice and educational engagement,"Simpson, Jen",,,,,,,,,,2018,UCL Institute of Education,['Formal Education'],London,"['Teacher education', 'training of trainers']",English,https://files.globaldimension.org.uk/wp-content/uploads/2018/12/07203243/JensimpsonGLPIF5.pdf,,,,
522,Report,The invisible friend: Adult education and the Sustainable Development Goals,"Benavot, A.",,,,,,,,,,2018,University at Albany - State University of New York USA,['Policy related research'],New York,[],English,https://www.dvv-international.de/en/adult-education-and-development/editions/aed-852018-role-and-impact-of-adult-education/introduction/the-invisible-friend-adult-education-and-the-sustainable-development-goals/,,,,
523,Report,The state of global education in Europe,GENE,,,,,,,,,,2018,,['Policy related research'],,[],English,https://gene.eu/wp-content/uploads/State-of-Global-Education-2018-with-cover.pdf,,,,
524,Report,"Global Education in Europe - Concepts, Definitions and Aims in the Context of the SDGs and the New European Consensus on Development
 ","Nygaard, A.","Wegimont, Liam ",,,,,,,,,2018,,['Policy related research'],,[],English,https://gene.eu/wp-content/uploads/GENE-policy-briefing-Concepts-Definitions-for-web.pdf,,,,
525,Report,Pedagogies of Agonistic Democracy and Global Citizenship Education,"Sant, Edda","McDonnell, Jane","Alvarez-Hevia, D. M.","Pashby, Karen","Hanley, Chris","Thiel, Jonas",,,,,2017,European Educational Research Association,['Policy related research'],Copenhagen,[],English,https://e-space.mmu.ac.uk/619751/. [Conference Paper],,,,
526,Report,PREPARING OUR YOUTH FOR AN INCLUSIVE AND SUSTAINABLE WORLD The OECD PISA global competence framework,OECD PISA.,,,,,,,,,,2018,OECD,['Policy related research'],Paris,[],English,https://www.oecd.org/education/Global-competency-for-an-inclusive-world.pdf,,,,
527,Report,"Global Citizenship Education Tools and Piloting Experiences of Four Countries: Cambodia, Colombia, Mongolia and Uganda.  Paris, IBE-UNESCO","Opertti, R.","Kang, H","Magni, G",,,,,,,,2018,,['Policy related research'],,[],English,https://www.gcedclearinghouse.org/sites/default/files/resources/180164eng.pdf,,,,
528,Report,"Addressing Anti-semitism through Education: Guidelines for Policymakers.  Warsaw, UNESCO",OSCE,ODIHR,,,,,,,,,2018,,['Policy related research'],,[],English,https://www.gcedclearinghouse.org/resources/addressing-anti-semitism-through-education-guidelines-policymakers,,,,
529,Report,Global Citizenship Education and Target 4.7: the Challenging Road Toward 2030,"Schugurensky, D.",,,,,,,,,,2018,,['Policy related research'],,[],English,http://www.globalcommonsreview.org/download/ddf10fd2a0cc97c6ca4e645e92cf134f463864.pdf#page=22,,,,
530,Report,"Progress on Education for Sustainable Development and Global Citizenship Education.  Paris, UNESCO",UNESCO,,,,,,,,,,2018,,['Policy related research'],,[],English,https://unesdoc.unesco.org/ark:/48223/pf0000266176,,,,
531,Report,"Global Citizenship Education for the Rule of Law: Doing the Right Thing.  Paris, UNESCO",UNESCO,UNODC,,,,,,,,,2018,,['Policy related research'],,[],English,https://www.gcedclearinghouse.org/resources/global-citizenship-education-rule-law-doing-right-thing,,,,
576,Report,Civic attitudes and behavioural intentions in the 2016 International Civic and Citizenship Education Study (ICCS): New evidence for education and training policies in Europe.  Joint Research Centre (Seville site),"Blasko, Z.","Dinis da Costa, P.","Vera-Toscano, E.",,,,,,,,2018,,"['conceptual publications', 'Theoretical']",,[],English,http://publications.jrc.ec.europa.eu/repository/handle/JRC109180,,,,
577,Report,"Research Models Laying the Foundation for the Unesco Chair: Democracy, Global Citizenship and Transformative Education (DCMÉT).  Quebec, Chaire UNESCO DCMÉT","Carr, P. R."," Thésée, Gina",,,,,,,,,2018,,"['conceptual publications', 'Theoretical']",,[],English,https://www.gcedclearinghouse.org/resources/research-models-laying-foundation-unesco-chair-democracy-global-citizenship-and,,,,
578,Report,The evaluation of Citizen Education: An international comparative study.  American Education Research Association,"Garcia-Cabrero, B.","Sandoval-Hernández, Andrés",,,,,,,,,2018,,"['conceptual publications', 'Theoretical']",,[],English,https://researchportal.bath.ac.uk/en/publications/the-evaluation-of-citizen-education-an-international-comparative-,,,,
579,Report,"Whose Learning Crisis? Critical Reflections on the World Development Report 2018 
 ","Langthaler, M.","Hartmeyer, Helmuth",,,,,,,,,2018,,"['conceptual publications', 'Theoretical']",,[],English,https://gene.eu/wp-content/uploads/Whose-Learning-Crisis-Briefing-on-WDR-2018.pdf,,,,
580,Report,Global Citizenship Education and the rise of nationalist perspectives Reflections and possible ways forward,UNESCO.,,,,,,,,,,2018,,"['conceptual publications', 'Theoretical']",,[],English,https://unesdoc.unesco.org/ark:/48223/pf0000265414,,,,
683,Report,"Global Citizenship - an achievable learning outcome of global (citizenship) education? George Washington University, Washington DC, USA","Evers, N.",,,,,,,,,,2018,,"['conceptual publications', 'Theoretical']",,[],English,https://www.academia.edu/37653883/Guest_lecture_Global_Citizenship_-_an_achievable_learning_outcome_of_global_citizenship_education_-_Presentation_held_at_the_George_Washington_University_Washington_DC_USA_on_October_25th_2018,,,,
684,Report,Fairtrade in Schools and Global Learning. DERC Research Paper No. 18. ,"Bourn, Douglas",,,,,,,,,,2018,"DERC, UCL Institute of Education",['Formal Education'],,[],English,https://discovery.ucl.ac.uk/id/eprint/10045441/,,,,
685,Report,Overview of UK development education landscape with a focus on partnerships between UK schools and those overseas.  K4D Helpdesk Report,"Bourn, Douglas","Blum, Nicole","Ndaruhutse, Suzy","Mattingly, Jacqui",,,,,,,2017,Institute of Development Studies,['Formal Education'],"Brighton, UK",[],English,https://opendocs.ids.ac.uk/opendocs/handle/123456789/13491.,,,,
686,Report,Childhood development stages and learning on global issues.  Institute of Development Studies,"Bourn, Douglas","Hunt, Frances","Hassan, A.",,,,,,,,2017,,['Formal Education'],,[],English,https://opendocs.ids.ac.uk/opendocs/bitstream/handle/123456789/13492/253%20global%20learning.pdf?sequence=1.,,,,
687,Report,A study exploring the sustainability of global learning in schools,"Cotton, Colette",,,,,,,,,,2018,GLP,['Formal Education'],London,[],English,https://files.globaldimension.org.uk/wp-content/uploads/2018/12/11153958/ColettecottonGLPIF7.pdf,,,,
688,Report,"Global citizenship education: taking it local.  Paris, UNESCO","Deardorff, D. K.","Kiwan, Dina","Pak, Soon-Yong",,,,,,,,2018,,['Formal Education'],,[],English,https://unesdoc.unesco.org/ark:/48223/pf0000265456,,,,
689,Report,"Youth Participation for Active Global Citizenship: Future Youth School Forums project report.  London, Oxfam GB","Jarkiewicz, A.","Leek, Joanna",,,,,,,,,2018,,['Formal Education'],,[],English,https://oxfamilibrary.openrepository.com/handle/10546/620539,,,,
690,Report,"""Impact of the WIGUP Platform’s' Global Citizen'Approach?"" Impact of the WIGUP Platform’s' Global Citizen'Approach","Karsenti, T.",,,,,,,,,,2018,,['Formal Education'],,[],English,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3304208,,,,
691,Report,Primary pupils’ attitudes towards and understandings of poverty.  DERC Research Paper,"Lawson, H.",,,,,,,,,,2018,"DERC, UCL Institute of Education",['Formal Education'],London,[],English,http://discovery.ucl.ac.uk/id/eprint/10047519,,,,
692,Report,Measuring Distance to the SDG Targets 2017: An Assessment of Where OECD Countries Stand,OECD.,,,,,,,,,,2018,,['Formal Education'],,[],English,https://www.oecd-ilibrary.org/docserver/9789264308183-en.pdf?expires=1548941329&id=id&accname=ocid195693&checksum=E06C1688A9C6D80ED43FDEB0A1CE4FFD,,,,
693,Report,Using global data in primary mathematics,Pendry V.,,,,,,,,,,2018,"DERC, UCL Institute of Education",['Formal Education'],London,[],English,http://discovery.ucl.ac.uk/id/eprint/10048076,,,,
694,Report,Empowering Students to Improve the World in Sixty Lessons. Version 1.0. CreateSpace Independent Publishing Platform. https://www.researchgate.net/publication/316890922_Empowering_Students_to_Improve_the_World_in_Sixty_Lessons,"Reimers, Fernando M.",,,,,,,,,,2017,,['Formal Education'],,[],English,,,,,
695,Report,"Exploring ICCS 2016 to measure progress toward target 4.7. Paris, UNESCO GEM background paper. https://purehost.bath.ac.uk/ws/portalfiles/portal/188239217/ICCS_Target4_7_published.pdf","Sandoval-Hernández, Andrés"," Miranda, Daniel",,,,,,,,,2018,,['Formal Education'],,[],English,,,,,
696,Report,"""Teaching Tolerance in a Globalized World. IEA Research for Education. Volume 4."" International Association for the Evaluation of Educational Achievement. https://eric.ed.gov/?id=ED588363","Sandoval-Hernández, Andrés","Isac, Maria Magdalena"," Miranda, Daniel",,,,,,,,2018,,['Formal Education'],,[],English,,,,,
697,Report,"Education for Sustainable Development in Central Asia: Analysis of Achievements, Challenges and Outlook.  Almaty, Carec","Shakirova, T.",,,,,,,,,,2018,,['Formal Education'],,[],English,https://www.gcedclearinghouse.org/resources/education-sustainable-development-central-asia-analysis-achievements-challenges-and,,,,
698,Report,Global Citizenship Education in ASPnet Schools: An Ethical Framework for Action A Reflection Paper prepared for the Canadian Commission for UNESCO,"Shultz, Lynette","Elfert, Maren",,,,,,,,,2018,,['Formal Education'],,[],English,https://www.researchgate.net/publication/328488834_Global_Citizenship_Education_in_ASPnet_Schools_An_Ethical_Framework_for_Action_A_Reflection_Paper_prepared_for_the_Canadian_Commission_for_UNESCO,,,,
699,Report,Teachers' education in GCE: emerging issues in a comparative perspective,"Tarozzi, Massimiliano","Inguaggiato, C.",,,,,,,,,2018,,['Formal Education'],,[],English,http://,,,,
700,Report,"Rethinking schooling for the 21st century: the state of education for peace, sustainable development and global citizenship in Asia",UNESCO MGIEP.,,,,,,,,,,2017,Mahatma Gandhi Institute of Education for Peace and Sustainable Development,['Formal Education'],"New Delhi, India",[],English,https,,,,
780,Report,Pedagogical approaches to global education-A follow-up study of Tohoku School 2. 0 since 2014,"Arimoto,M.","Nishizuka, K.","Nomi, Y.","Ishimori, H.",,,,,,,2017,,['Formal Education'],,[],English,https://www.researchgate.net/publication/323836364_Pedagogical_approaches_to_global_education-A_follow-up_study_of_Tohoku_School_20_since_2014,,,,
781,Report,Engaging learners's hearts and minds: How social and emotional learning can foster global citizenship and achieve SDG. target 4.7 . Asia-Pacific Centre of Education for International Understanding (APCEIU) under the auspices of UNESCO. https://www.gcedclearinghouse.org/sites/default/files/resources/180180eng.pdf,"Benavot, A.","Bernard, J.","Chabbott, C.","Sinclair, M.","Smart, A.","Williams, J.",,,,,2018,,['Non-formal education'],,[],English,,,,,
782,Report,DEAR Projects: Achievement & Impact 2018 - Summary.  DEAR / EC,"Fricke, Harm-Jan ",,,,,,,,,,2018,,['Non-formal education'],,[],English,https://europa.eu/capacity4dev/dear/news/dear-projects-achievement-impact-2018-report-0,,,,
784,Report,"Critical case-studies of non-formal and community learning for sustainable development, Springer","Wals, Arjen E. J.","Mochizuki, Yoko","Leicht, Alexander ",,,,,,,,2017,,['Non-formal education'],,[],English,https://link.springer.com/article/10.1007/s11159-017-9691-9,,,,
798,Report,Can youth power ever be sustainable? Need for research on sustainability of youth-led development in Asia Pacific region,Gul M.,,,,,,,,,,2018,,"['community work', 'Informal education including youth work, media']",,[],English,https://www.researchgate.net/profile/Mohsen_Gul/publication/326548039_Can_youth_power_ever_be_sustainable_Need_for_research_on_sustainability_of_youth-led_development_in_Asia_Pacific_region/links/5b54be94a6fdcc8dae39f101/Can-youth-power-ever-be-sustainable-Need-for-research-on-sustainability-of-youth-led-development-in-Asia-Pacific-region.pdf?origin=publication_detail,,,,
799,Report,Young People on the Global Stage: The Intercultural Dimension,"Martin, Fran et al.",,,,,,,,,,2018,,"['community work', 'Informal education including youth work, media']",,[],English,https://www.researchgate.net/publication/324747041_Young_People_on_the_Global_Stage_The_Intercultural_Dimension,,,,
800,Report,National Youth Social Action Survey 2017,"Mori, I.",,,,,,,,,,2018,,"['community work', 'Informal education including youth work, media']",,[],English,https://www.ipsos.com/ipsos-mori/en-uk/national-youth-social-action-survey-2017,,,,
801,Report,Teenagency: How young people can create a better world.  RSA,"Partridge, L.","Astle, J.","Grinsted, S.",Strong F. L.,,,,,,,2018,,"['community work', 'Informal education including youth work, media']",,[],English,https://www.thersa.org/globalassets/pdfs/reports/teenagency.pdf,,,,
829,Report,"Global teachers as global learners - intercultural teacher training in international settings, University of Sheffield","Little, S.","Golledge, M.","Agarwalla, H.","Griffiths, B.",McCamlie D.,,,,,,2018,,"['training of trainers', 'Teacher education']",,[],English,http://eprints.whiterose.ac.uk/137375/5/Little%20Global%20Teachers%20As%20Global%20Learners%20-%20amendments-NOTFORREVIEW-nohighlights%20Authors%20Accepted%20Manuscript.pdf,,,,
831,Report,Participatory Pedagogy in Practice: Using effective participatory pedagogy in classroom practice to enhance pupil voice and educational engagement,"Simpson, Jen",,,,,,,,,,2018,UCL Institute of Education,"['training of trainers', 'Teacher education']",London,[],English,https://files.globaldimension.org.uk/wp-content/uploads/2018/12/07203243/JensimpsonGLPIF5.pdf,,,,
832,Report,"Preparing teachers for global citizenship education: a template.  Bangkok, UNESCO",UNESCO Office Bangkok,Regional Bureau for Education in Asia and the Pacific,,,,,,,,,2018,,"['training of trainers', 'Teacher education']",,[],English,https://unesdoc.unesco.org/ark:/48223/pf0000265452,,,,
869,Report,"BRIGHTS Project: Digital Storytelling as a Useful Tool for Promoting Global Citizenship Education. Conference Proceedings. The Future of Education, libreriauniversitaria. it Edizioni. https://books.google.co.uk/books?hl=en&lr=&id=vVViDwAAQBAJ&oi=fnd&pg=PA192&dq=sdg+4.7+global+citizenship&ots=Lk7Qqav_ML&sig=BC4kkcZxZN4Cxw5FunkSmN8DP8c#v=onepage&q=sdg%204.7%20global%20citizenship&f=false","Cella, Sara","Funghi, Federica",,,,,,,,,2018,,"['training of trainers', 'Teacher education']",,[],English,,,,,
870,Report,"""SUSTAINABLE DEVELOPMENT GOALS AS A PERSPECTIVE FOR HIGHER EDUCATION INSTITUTIONS""","Geryk, M.",,,,,,,,,,2018,,['Higher education research'],,[],English,https://www.researchgate.net/profile/Marcin_Geryk/publication/330185819_SUSTAINABLE_DEVELOPMENT_GOALS_AS_A_PERSPECTIVE_FOR_HIGHER_EDUCATION_INSTITUTIONS_ZROWNOWAZONE_CELE_ROZWOJU_JAKO_PERSPEKTYWA_DLA_INSTYTUCJI_SZKOLNICTWA_WYZSZEGO/links/5c3314cba6fdccd6b598aee0/SUSTAINABLE-DEVELOPMENT-GOALS-AS-A-PERSPECTIVE-FOR-HIGHER-EDUCATION-INSTITUTIONS-ZROWNOWAZONE-CELE-ROZWOJU-JAKO-PERSPEKTYWA-DLA-INSTYTUCJI-SZKOLNICTWA-WYZSZEGO.pdf,,,,EXTRA: Research Papers of the Wroclaw University of Economics/Prace Naukowe Uniwersytetu Ekonomicznego we Wroclawiu(520).
872,Report,Seeking the Meaning of Global Citizenship: Findings from Case Study Research of Soka University Japan.  Soka Education Conference,"Sherman, P.",,,,,,,,,,2018,,['Higher education research'],,[],English,http://ikedalibrary.soka.edu/Soka_Edu_Conf_2018.pdf#page=55,,,,
916,Report,"Global Engineering Education for a Small Planet.  WEEFGEDC Conference on Peace Engineering, Albuquerque","Amadei, B.",,,,,,,,,,2018,,['Higher education research'],,[],English,https://www.youtube.com/watch?v=NndKsx4lsfE,,,,
1186,Report,Pedagogy of problematisation: Global citizenship education through study tours and immersions for learners from backgrounds of privilege,"Abblitt, G.","Guevara, J. R.",,,,,,,,,2019,"Gartenschlaeger, U. (Ed.), Rethinking adult learning and education-Asian perspectives (pp. 115-126). DVV International","['educational partnerships', 'International Volunteering, study visits']",In,[],English,https://search.proquest.com/docview/2236380906,,,,
1187,Report,Study Abroad and Student Mobility: Stories of Global Citizenship,"Blum, Nicole","Bourn, Douglas",,,,,,,,,2019,"DERC, UCL Institute of Education","['educational partnerships', 'International Volunteering, study visits']",London,[],English,https://search.proquest.com/docview/2244296466,,,,
1190,Report,Taking action for change: Educating for youth civic engagement and activism,"Davies, Ian","Evans, Mark","Fülöp, Márta","Kiwan, Dina","Peterson, Andrew","Sim, J. B. Y.",,,,,2019,"University of York, UK","['conceptual publications', 'Theoretical']",York,['Formal Education'],English,https://search.proquest.com/docview/2299216520,,,,
1191,Report,A RESOURCE FOR EDUCATORS Taking action for change: Educating for youth civic engagement and activism,"Davies, Ian","Evans, Mark","Fülöp, Márta","Kiwan, Dina","Peterson, Andrew","Sim, J. B. Y.",,,,,2019,"University of York, UK","['conceptual publications', 'Theoretical']",York,"['Teacher education', 'training of trainers']",English,https://search.proquest.com/docview/2235422375,,,,
1192,Report,Gesturing Towards Decolonial Futures: Global Citizenship Otherwise Study Program. Global Citizenship Otherwise Study Program.,"Andreotti, Vanessa de Oliveira","Stein, Sharon","Suša, Rene","Jimmy, Elwood","Amsler, Sarah","Calhoun, Bill","Siwek, Dino",,,,2019,,"['educational partnerships', 'International Volunteering, study visits']",,['Formal Education'],English,http://hdl.handle.net/10125/66207,,,,
1194,Report,"Rethinking schooling for the 21st century: the state of education for peace, sustainable development and global citizenship in Asia (2nd edition )","Gandhi, M.",,,,,,,,,,2019,UNESCO,['Policy related research'],Paris,['Formal Education'],English,https://search.proquest.com/docview/2209696255,,,,
1195,Report,GLOBAL EDUCATION IDEAS AWARD 2019. ,GENE,,,,,,,,,,2019,,['Non-formal education'],,['Formal Education'],English,https://search.proquest.com/docview/2316054470,,,,
1196,Report,Global Education in Estonia. ,GENE,,,,,,,,,,2019,,['Non-formal education'],,['Formal Education'],English,https://search.proquest.com/docview/2288064766,,,,
1197,Report,"Global Citizenship Education Concepts, Efforts, Perspectives - an Austrian experience.","Grobbauer, Heidi","Wintersteiner, Werner",,,,,,,,,2019,,"['conceptual publications', 'Theoretical']",,"['conceptual publications', 'Theoretical']",English,https://search.proquest.com/docview/2307349619,,,,
1198,Report,Characteristics of Target 4.7 and The Importance of its Inclusion to the Sustainable Development Goals. Bridge 47.,"Kunda Marron, R.","Naughton, D.",,,,,,,,,2019,,"['conceptual publications', 'Theoretical']",,[],English,https://search.proquest.com/docview/2231614674,,,,
1199,Report,Monitoring Progress Towards SDG Target 4,"Kunda Marron, R.","Naughton, D.",,,,,,,,,2019,Proposed Framework and Tools. Bridge 47,"['conceptual publications', 'Theoretical']",7 in Europe,[],English,https://search.proquest.com/docview/2235986460,,,,
1200,Report,Using Learning Assessment Data to Monitor Progress for SDG Target 4.7. Bridge 4.7.,"Kunda Marron, R.","Naughton, D.",,,,,,,,,2019,,"['conceptual publications', 'Theoretical']",,[],English,https://search.proquest.com/docview/2228816370,,,,
1201,Report,Discussion Paper presented to the New Zealand National Commission for UNESCO on Global Citizenship Education,"Matapo, J.",,,,,,,,,,2019,UNESCO,['Policy related research'],Paris,[],English,https://search.proquest.com/docview/2215413938,,,,
1203,Report,Addressing global citizenship education in adult learning and education: summary report,"Nikolitsa-Winter, C.","Mauch, W.","Maalouf, P.",,,,,,,,2019,UNESCO,['Policy related research'],Paris,"['conceptual publications', 'Theoretical']",English,https://search.proquest.com/docview/2275049384,,,,
1204,Report,Trends Shaping Education 2019 Centre for Educational Research and Innovation.,OECD.,,,,,,,,,,2019,,"['conceptual publications', 'Theoretical']",,[],English,,,,,
1205,Report,Young people’s trust in institutions and their dispositions toward civic engagement since 2009,"Schulz, Wolfram",,,,,,,,,,2019,,"['conceptual publications', 'Theoretical']",,['Formal Education'],English,https://www.york.ac.uk/education/ research/cresj/researchthemes/ citizenship-education/ leverhulmeyouthactivism/,,,,EXTRA: In 63rd annual conference of the Comparative and International Education Society (CIES) in San Francisco (pp. 14-18).
1206,Report,Civic knowledge and expected civic engagement among lower-secondary students.,"Schulz, Wolfram","Fraillon, J.",,,,,,,,,2019,,"['conceptual publications', 'Theoretical']",,['Formal Education'],English,https://www.york.ac.uk/education/ research/cresj/researchthemes/ citizenship-education/ leverhulmeyouthactivism/,,,,
1208,Report,Early childhood care and education and education for sustainable development & global citizenship,UNESCO.,,,,,,,,,,2019,UNESCO,"['conceptual publications', 'Theoretical']",Paris,['Formal Education'],English,,,,,
1209,Report,Educational content up close: examining the learning dimensions of Education for Sustainable Development and Global Citizenship Education,UNESCO.,,,,,,,,,,2019,UNESCO,"['conceptual publications', 'Theoretical']",Paris,['Formal Education'],English,https://www.bridge47.org/sites/default/files/2019-10/using_learning_assessment_data_to_monitor_progress_for_sdg_target_4.7_0.pdf,,,,
1211,Report,"Global citizenship education in Southern Africa: learning to live together, the role of teachers; Report of a networking meeting",UNESCO.,,,,,,,,,,2019,UNESCO,"['training of trainers', 'Teacher education']",Paris,['Formal Education'],English,https://iccs.acer.org/files/CIES2019_Schulz_TrustParticipation.pdf,,,,
1212,Report,Report by the Governing Board of the UNESCO Mahatma Gandhi Institute of Education for Peace and Sustainable Development (MGIEP) on the activities of the Institute for 2018-2019,UNESCO.,,,,,,,,,,2019,UNESCO,['Non-formal education'],Paris,[],English,https://research.acer.edu.au/civics/31,,,,
1213,Report,Sub-regional dialogues on the national institutional changes for Education 2030 in Southeast Asia,UNESCO.,,,,,,,,,,2019,UNESCO,['Policy related research'],Paris,[],English,https://www.york.ac.uk/education/ research/cresj/researchthemes/ citizenship-education/ leverhulmeyouthactivism/,,,,
1214,Report,UNESCO 2019 Forum on Education for Sustainable Development and Global Citizenship,UNESCO.,,,,,,,,,,2019,UNESCO,['Policy related research'],Paris,"['conceptual publications', 'Theoretical']",English,https://unesdoc.unesco.org/ark:/48223/pf0000372327/PDF/372327eng.pdf.multi,,,,
1215,Report,UNESCO 2019 Forum on Education for Sustainable Development and Global Citizenship: concept note,UNESCO.,,,,,,,,,,2019,UNESCO,"['conceptual publications', 'Theoretical']",Paris,[],English,https://unesdoc.unesco.org/ark:/48223/pf0000371048?posInSet=22&queryId=5586e80f-9f4b-439a-9be5-7aedb879d7fb,,,,
1216,Report,UNESCO 2019 Forum on Education for Sustainable Development and Global Citizenship: draft programme,UNESCO.,,,,,,,,,,2019,UNESCO,['Policy related research'],Paris,[],English,https://unesdoc.unesco.org/ark:/48223/pf0000371095?posInSet=26&queryId=5586e80f-9f4b-439a-9be5-7aedb879d7fb,,,,
1217,Report,Mobile learning as a catalyst to global citizenship education in China,"Yu, Y.","Wang, S.","Haagen, L. E.","Miao, F.","Domiter, A.",,,,,,2019,UNESCO,"['conceptual publications', 'Theoretical']",Paris,['Formal Education'],English,https://www.gcedclearinghouse.org/sites/default/files/resources/190150eng.pdf,,,,
1244,Report,Education à la citoyenneté mondiale.  Préparer les apprenants aux défis du XXIe siècle,UNESCO.,,,,,,,,,,2015,UNESCO,['Policy related research'],Paris,[],French,https://unesdoc.unesco.org/ark:/48223/pf0000230062,,France,,
1245,Report,Education à la citoyenneté mondiale: thèmes et objectifs d'apprentissage,UNESCO.,,,,,,,,,,2015,UNESCO,['Policy related research'],Paris,[],French,https://unesdoc.unesco.org/ark:/48223/pf0000233240?posInSet=4&queryId=8dfe1909-ee49-450a-aba1-916a3e771ae7,,France,,
1246,Report,Repenser l'éducation: vers un bien commun mondial?,UNESCO.,,,,,,,,,,2015,UNESCO,['Policy related research'],Paris,[],French,https://unesdoc.unesco.org/ark:/48223/pf0000232696?posInSet=49&queryId=8dfe1909-ee49-450a-aba1-916a3e771ae7,,France,,
1247,Report,Élaboration et révision des programmes d'enseignement pour l'éducation à la citoyenneté démocratique et aux droits de l'homme.,UNESCO.,,,,,,,,,,2016,,['Policy related research'],,[],French,https://unesdoc.unesco.org/ark:/48223/pf0000243451?posInSet=25&queryId=8dfe1909-ee49-450a-aba1-916a3e771ae7,,France,,
1248,Report,L'ABC de l'éducation à la citoyenneté mondiale,UNESCO.,,,,,,,,,,2017,UNESCO,['Policy related research'],Paris,[],French,https://unesdoc.unesco.org/ark:/48223/pf0000248232_fre?posInSet=2&queryId=8dfe1909-ee49-450a-aba1-916a3e771ae7,,France,,
1249,Report,Développement durable et citoyenneté mondiale.,UNESCO.,,,,,,,,,,2018,,['Policy related research'],,[],French,https://unesdoc.unesco.org/ark:/48223/pf0000371071_fre?posInSet=17&queryId=8dfe1909-ee49-450a-aba1-916a3e771ae7,,France,,
1250,Report,Éducation à la citoyenneté mondiale: pour une approche locale,UNESCO.,,,,,,,,,,2018,UNESCO,['Policy related research'],Paris,[],French,https://unesdoc.unesco.org/ark:/48223/pf0000265456_fre?posInSet=3&queryId=8dfe1909-ee49-450a-aba1-916a3e771ae7,,France,,
1251,Report,"Progrès en matière d’éducation au développement durable et de l’éducation à la citoyenneté mondiale: résultats de la 6e consultation concernant l’application de la Recommandation de 1974 sur l’éducation pour la compréhension, la coopération et la paix internationales et l’éducation relative aux droits de l’homme et aux libertés fondamentales (2012-2016)",UNESCO.,,,,,,,,,,2018,UNESCO,['Policy related research'],Paris,[],French,https://unesdoc.unesco.org/ark:/48223/pf0000266176_fre?posInSet=16&queryId=8dfe1909-ee49-450a-aba1-916a3e771ae7,,France,,
